,respondent_id,h1n1_vaccine,seasonal_vaccine
51,26758,0.6781251713815776,0.8794607412507133
52,26759,0.03159993807379298,0.1892462693276611
53,26760,0.015498459955929534,0.030691909694972163
54,26761,0.17698917094050215,0.6233528821797221
55,26762,0.16654442718684162,0.8686244337391368
56,26763,0.9109402579132615,0.9785587343889295
57,26764,0.9217304168691945,0.9601176426428942
58,26765,0.02678287652497014,0.7033371799431599
59,26766,0.16291747449187077,0.18003662298069403
60,26767,0.7821612292434673,0.7237103818313304
61,26768,0.011561394942893493,0.38588144142302516
62,26769,0.14388925606645217,0.17032385528968902
63,26770,0.12071472170986997,0.6495584633374526
64,26771,0.07194355848328157,0.2515586449992244
65,26772,0.08105288328694264,0.3760357794613997
66,26773,0.010647761258765893,0.391809411523794
67,26774,0.02929740457470803,0.4988560063910353
68,26775,0.10717102484959003,0.4979246555115111
69,26776,0.3973308035303141,0.3233718264163085
70,26777,0.1370279370490539,0.9420635667441707
71,26778,0.1497960896936394,0.1707839126089418
72,26779,0.11291892072286326,0.5456506545535561
73,26780,0.15091290383468223,0.9613111003946567
74,26781,0.04697917992933435,0.49726819647585896
75,26782,0.04191653390555316,0.25978732441735436
76,26783,0.07165262881148753,0.3752395298095726
77,26784,0.3746104040678187,0.86545663027286
78,26785,0.3753186321740955,0.6007036254570148
79,26786,0.12127542637669438,0.2644536654999
80,26787,0.10736830505445137,0.5170178378073295
81,26788,0.12287703239498622,0.9520196450838775
82,26789,0.010080380837029215,0.25465577455080424
83,26790,0.06907357062098686,0.33001007670208554
84,26791,0.08833311662696237,0.1684749924896244
85,26792,0.19534088028138824,0.7259256287014387
86,26793,0.11695957726647682,0.8964769775201635
87,26794,0.7727330315739761,0.8890538868074394
88,26795,0.038770517257300685,0.9366845271440434
89,26796,0.05313019818987803,0.05908799115345992
90,26797,0.09207995460927916,0.5961994696600191
91,26798,0.1583790135230741,0.1765902700064943
92,26799,0.2698686542483531,0.20488118710241465
93,26800,0.03214288977923988,0.9141350291556947
94,26801,0.2624791232674634,0.3788632609537461
95,26802,0.11153532308403917,0.1984706712096112
96,26803,0.05189662896128083,0.15584259567470568
97,26804,0.07096869088952797,0.19071177009273693
98,26805,0.09407039459064957,0.30578816454710633
99,26806,0.07689739169950699,0.9138992985667748
100,26807,0.6951984726044709,0.9629545328919521
101,26808,0.20293134815293382,0.5353421353789781
102,26809,0.7307744864073943,0.1679750548101871
103,26810,0.04341253191351348,0.12882629545473556
104,26811,0.04315780732803588,0.04808652188519735
105,26812,0.14037013773483656,0.7033899871881765
106,26813,0.3647909093061169,0.34778541568566346
107,26814,0.03697293545938155,0.5112464971651748
108,26815,0.05148330955609401,0.12399018278596365
109,26816,0.04300893992400436,0.17014687801438305
110,26817,0.16442510404869473,0.7636012145817881
111,26818,0.0828074065671694,0.24685451007304582
112,26819,0.4143069460348445,0.4208908354619135
113,26820,0.08843276859546392,0.27491769064026406
114,26821,0.1057443568141441,0.47267220323062353
115,26822,0.2845817800322749,0.6268483765845919
116,26823,0.5108226146969606,0.612621110674694
117,26824,0.03999039367748321,0.7035425791152418
118,26825,0.41224595801270897,0.8298127685076028
119,26826,0.09582974018725171,0.7616167906899896
120,26827,0.06222704174207489,0.17922395568945065
121,26828,0.1499970512506272,0.6689564761742199
122,26829,0.6302920513570452,0.9326634201004305
123,26830,0.0796639952652498,0.7728357436529968
124,26831,0.19163816463112304,0.8366479915439634
125,26832,0.13087177512929377,0.8697565375507408
126,26833,0.005931200272417608,0.3380873523806817
127,26834,0.11193186838780578,0.45915564973150647
128,26835,0.38312563902833663,0.8911627644547286
129,26836,0.16427763548162627,0.6430440836006526
130,26837,0.034526505315775745,0.01059213988384779
131,26838,0.09554357515840896,0.4434020322900074
132,26839,0.13067267114727688,0.5173503493381089
133,26840,0.09099670113355322,0.13427022089458665
134,26841,0.366441546860661,0.7828404124202187
135,26842,0.07825744588858088,0.22410142420419724
136,26843,0.033444742038272836,0.012130946209348006
137,26844,0.04889270555723459,0.4705211278891304
138,26845,0.041205534049653735,0.6515466834641632
139,26846,0.07582996150264955,0.7675636821288658
140,26847,0.31910856418930955,0.08047964393342266
141,26848,0.04530710063469365,0.6675906273328518
142,26849,0.15649075457386702,0.6070038138532652
143,26850,0.5996662395320679,0.7393827953277111
144,26851,0.04158030072039979,0.07621452071951865
145,26852,0.04038200707112074,0.1142436524521414
146,26853,0.48304536669548137,0.536639389788045
147,26854,0.014744853176812945,0.06866364884605189
148,26855,0.6242490856647123,0.866647280640264
149,26856,0.11056445978729736,0.029818274203073907
150,26857,0.4246020180316013,0.18185456725515042
151,26858,0.11898939662982232,0.589504294852438
152,26859,0.07928749738615977,0.14129103506720198
153,26860,0.14916056330582658,0.1066503319328149
154,26861,0.061756145436906364,0.0563101332336276
155,26862,0.11714912725479106,0.3288483706085838
156,26863,0.22293797822528946,0.4580738046045841
157,26864,0.47039284887921246,0.35000580338281134
158,26865,0.012984168068779256,0.04175897173723315
159,26866,0.2313331748496381,0.6641927125016261
160,26867,0.09605976101582847,0.1409369828767508
161,26868,0.7785749411594228,0.9471891293446455
162,26869,0.10088295366922617,0.31260084839293767
163,26870,0.6194251463247964,0.8698375933350719
164,26871,0.05870306608393517,0.04587724591408642
165,26872,0.0623058049696202,0.4667064778103022
166,26873,0.14148354219843015,0.832938590615537
167,26874,0.04149555469756221,0.10978573734347134
168,26875,0.6452196790886516,0.9326695050448376
169,26876,0.04784931939979862,0.04262651638577315
170,26877,0.06620195800364355,0.15411725640942367
171,26878,0.18192473182417296,0.27811263890419075
172,26879,0.011479646053785887,0.02005821033769348
173,26880,0.05275923522143154,0.13548308547703622
174,26881,0.027202812908861635,0.06952612210590124
175,26882,0.02806926634458637,0.08612660374085974
176,26883,0.05949702401446816,0.2184533862306172
177,26884,0.08321565855829464,0.21132512757857366
178,26885,0.23028724393362687,0.8373892670649227
179,26886,0.10618712096762789,0.7736654940789973
180,26887,0.6125779002902064,0.8865976162943219
181,26888,0.8801302144163969,0.9508652141564741
182,26889,0.03899070777250695,0.11134503570148609
183,26890,0.10824237875421089,0.40276374709479323
184,26891,0.3329419280948082,0.5936900685455783
185,26892,0.1481451361757596,0.8656638115397357
186,26893,0.06184801096850153,0.205572945541945
187,26894,0.17943356922839104,0.3113379001735375
188,26895,0.08508025872929131,0.8649395814336264
189,26896,0.06050675238487292,0.09475215358711447
190,26897,0.052271707661423215,0.3518191391683504
191,26898,0.23526034577894123,0.6861046286214951
192,26899,0.05203294015790401,0.07830076401039354
193,26900,0.0995182031913118,0.28021354600164156
194,26901,0.00794678060696414,0.27739032098540184
195,26902,0.19090920393903635,0.9267566652736492
196,26903,0.20476296832343302,0.0768843466946691
197,26904,0.04884514940335748,0.3274551308557827
198,26905,0.3546637395423762,0.7934477229080893
199,26906,0.06521366887192025,0.3405023866457302
200,26907,0.013455048632894524,0.614941837669603
201,26908,0.1425869669524812,0.740515387393337
202,26909,0.06950978281181958,0.23172796392877834
203,26910,0.08898481331396661,0.17366789952830658
204,26911,0.05068298799811738,0.08711743568809893
205,26912,0.4964564050569073,0.9617542080787855
206,26913,0.7807664606936309,0.8897730524571609
207,26914,0.0747621238774758,0.19322776456838633
208,26915,0.14084660584275738,0.7154762161717486
209,26916,0.07745060275195916,0.3391156712826675
210,26917,0.005910593339950684,0.0195646785681671
211,26918,0.7328411173862258,0.9115589319055438
212,26919,0.3022386553528746,0.5996092418918649
213,26920,0.029497372537089783,0.13644349473300194
214,26921,0.13385465784037012,0.8830906942606166
215,26922,0.05388637033948288,0.6466271476641128
216,26923,0.09627342106498857,0.535353294441119
217,26924,0.6193561961458464,0.8717635447503346
218,26925,0.11714504594111168,0.5901800473553307
219,26926,0.6373708420090188,0.4943833640882813
220,26927,0.27986266727390124,0.6049117599761921
221,26928,0.059967146765977766,0.5051830976213133
222,26929,0.07853970279468798,0.15289800215086782
223,26930,0.6745197359799064,0.9119467090177039
224,26931,0.1153709497457555,0.41851747556502344
225,26932,0.06848581166566278,0.8798185853377776
226,26933,0.09140909248401398,0.7637764342905227
227,26934,0.5211393428843959,0.6537648632334854
228,26935,0.15296616126091273,0.4855361714790462
229,26936,0.5626649984908331,0.3307999781407184
230,26937,0.27181539352135126,0.7448302206825778
231,26938,0.08934513241539666,0.05741455779036119
232,26939,0.028092975852203553,0.035089072423118026
233,26940,0.07217739050045752,0.15218431453577974
234,26941,0.04928047727121518,0.43187227669993966
235,26942,0.5765352608992688,0.7774930608337575
236,26943,0.12460132392645448,0.653779678463304
237,26944,0.06902269283298319,0.13438831076450575
238,26945,0.11548800826676604,0.5829680348438597
239,26946,0.14178278757641474,0.7426887589274251
240,26947,0.17587069345187614,0.6403486436346814
241,26948,0.013923038689020525,0.054405656955558226
242,26949,0.022665137749342357,0.0598370020352781
243,26950,0.036413343002502034,0.47865433315047645
244,26951,0.0687163891831171,0.29656439830003994
245,26952,0.8534688856534628,0.9519972700524708
246,26953,0.8043670634601306,0.9758156728044627
247,26954,0.05441163264567743,0.17760537348996372
248,26955,0.18526820259625731,0.6162329323510678
249,26956,0.13138575947112963,0.27906316249873514
250,26957,0.02727799610893824,0.8985795251218819
251,26958,0.29502234980149544,0.7455632608038549
252,26959,0.03721989893506401,0.18779916366999266
253,26960,0.03864490755929035,0.048837232102163966
254,26961,0.19449696856603815,0.5339030104257125
255,26962,0.1891136177976445,0.922312349870122
256,26963,0.1452774043971933,0.2687406462830525
257,26964,0.10516791126639943,0.2831404177380674
258,26965,0.8109027240210063,0.9391600018722783
259,26966,0.014934356699376006,0.02709844851971472
260,26967,0.1725305728868523,0.4778393079684425
261,26968,0.039595560645106616,0.8123447951901556
262,26969,0.03759489682769375,0.20624781488137162
263,26970,0.7102618811306461,0.35479021629353247
264,26971,0.10155506902426063,0.3478930879319574
265,26972,0.006673772180895655,0.02555448146372849
266,26973,0.05223020370516328,0.11178166793802974
267,26974,0.10219652371513602,0.31534851768830696
268,26975,0.06884282066261356,0.6216614115623674
269,26976,0.8640377424477301,0.5762699997622728
270,26977,0.060055289948512856,0.3195506744436184
271,26978,0.029804546188517717,0.8290617579655166
272,26979,0.28680148315191817,0.6562606208876958
273,26980,0.04659950570061877,0.09274373160111155
274,26981,0.06339063436292305,0.28046209237582315
275,26982,0.6946765989585272,0.8524287903138832
276,26983,0.16849776289402216,0.6163514161052305
277,26984,0.08559417013677321,0.140549540266163
278,26985,0.017650085784570325,0.07211094607875053
279,26986,0.18563944648393754,0.6056490109638838
280,26987,0.05659346101986031,0.1658452865250576
281,26988,0.041882724505252655,0.12947458089841957
282,26989,0.3040393070973698,0.7705270644314479
283,26990,0.014416044414939022,0.058722947833511986
284,26991,0.30196862816161724,0.519382263494561
285,26992,0.28403791043216886,0.4305325853552117
286,26993,0.13480778272751207,0.8446617574878186
287,26994,0.1665039228045262,0.3790775562710402
288,26995,0.14359709435251974,0.4191150033427811
289,26996,0.2538351013813557,0.3408188774265888
290,26997,0.014564061988058706,0.05295881705298327
291,26998,0.05070093969540602,0.08078726340348401
292,26999,0.3656000655482187,0.5000229880658538
293,27000,0.11519348124199949,0.3610025831498686
294,27001,0.04320248625435948,0.7860017021098652
295,27002,0.01259684050039602,0.2667076354804192
296,27003,0.020424306843322384,0.04400622257738332
297,27004,0.11650745683547425,0.29315838935975574
298,27005,0.32733191977033255,0.7390007433072118
299,27006,0.8050394149343125,0.9280903964430316
300,27007,0.07492286757264723,0.22137760802000608
301,27008,0.04382522941041061,0.06088051382337073
302,27009,0.05640823926960872,0.22873981356054457
303,27010,0.09839529837628665,0.1887905068695503
304,27011,0.0799091089322382,0.13287209055033722
305,27012,0.3007930748104312,0.5760121775395349
306,27013,0.10175932737472505,0.39767891087483337
307,27014,0.030940170191487038,0.25402991297814437
308,27015,0.08670129483764008,0.2040908175278872
309,27016,0.16277185182296056,0.38052154655976544
310,27017,0.447867826181774,0.7230857867856193
311,27018,0.08297171456826212,0.27748326349796854
312,27019,0.9006108281899102,0.9623896181132879
313,27020,0.1917322301109998,0.22624324568866586
314,27021,0.12612537927928766,0.48248453018445214
315,27022,0.16183821805348192,0.2974564325098519
316,27023,0.1589078829718921,0.1798172522402628
317,27024,0.09198715364405519,0.2850916388206591
318,27025,0.05010916787810999,0.017543782646558745
319,27026,0.0969951079051095,0.36117266042696977
320,27027,0.10238184685303395,0.7657877041248556
321,27028,0.3492486274055671,0.8673238623415638
322,27029,0.07004474891903535,0.30705241480218765
323,27030,0.1297185750116264,0.2030327598306322
324,27031,0.21025760073214594,0.7952784715827246
325,27032,0.16015499673141922,0.47066705027578887
326,27033,0.28810000241877154,0.7076594803090421
327,27034,0.009144447694631961,0.6433336992205007
328,27035,0.1313480595789238,0.2679596966620208
329,27036,0.23553419897556763,0.7257672884346772
330,27037,0.5952836778754202,0.7848537133297905
331,27038,0.04234753175639653,0.030375058474558396
332,27039,0.7447238530358311,0.9279359581877802
333,27040,0.1740217216619405,0.16430873750243544
334,27041,0.12758333202401181,0.5310724323534032
335,27042,0.07481461359621201,0.5533145780253458
336,27043,0.5467769078088054,0.8024200503480752
337,27044,0.00946706293009503,0.03797491037314901
338,27045,0.19001140462351687,0.6789678702562681
339,27046,0.06169914556612557,0.11452774362030116
340,27047,0.5907823716907075,0.4390906420055254
341,27048,0.13556582161064398,0.30103759387502915
342,27049,0.27510898323660604,0.902543812486134
343,27050,0.04411135798441446,0.5495203270602423
344,27051,0.14590488981220667,0.2739985371589743
345,27052,0.1093115157051562,0.27508768936005756
346,27053,0.9005214695806649,0.9699241906155098
347,27054,0.046591696981700986,0.11134468684072969
348,27055,0.1108838599467791,0.8662768328972377
349,27056,0.018820548913225116,0.03658706918237042
350,27057,0.03031566325127331,0.03279376850032059
351,27058,0.8476964724575994,0.9543223008229067
352,27059,0.05957559965565031,0.19099288044147408
353,27060,0.031414762554371985,0.45250462241720446
354,27061,0.09411569501694045,0.47569344107428047
355,27062,0.07928177382448416,0.5392107019200131
356,27063,0.08071529341832713,0.5812251888127734
357,27064,0.2184660035606747,0.6030268491151429
358,27065,0.060313517022713634,0.31272149148369377
359,27066,0.04701595969673026,0.5790560775213436
360,27067,0.34429650827305863,0.6528955125066462
361,27068,0.8716528516971074,0.9425944228265006
362,27069,0.5439327578566042,0.9455016030945884
363,27070,0.05622176857932645,0.08994614204078594
364,27071,0.06067935422273623,0.07767298947880284
365,27072,0.09279743725309197,0.6657011120769317
366,27073,0.025290974118235415,0.8477474588989307
367,27074,0.03732514569907632,0.30536865473251995
368,27075,0.7277478996593479,0.8741778337379228
369,27076,0.5736549338602834,0.711062126799166
370,27077,0.03068710621992723,0.0741619830704385
371,27078,0.29927430354727785,0.851080129717712
372,27079,0.2920529033588282,0.9359860406233025
373,27080,0.07397812778452649,0.23840344594149698
374,27081,0.019410992818845035,0.654938436326607
375,27082,0.17779026193702477,0.3812423808639719
376,27083,0.048957823997402776,0.20127844039693843
377,27084,0.8578991435893178,0.6780998196582911
378,27085,0.04103621348379647,0.018084011862604627
379,27086,0.06334017993270738,0.08549278910158278
380,27087,0.20280613628737043,0.33461836122302885
381,27088,0.20241067815493868,0.7365677790003627
382,27089,0.192315652073969,0.2289689292772367
383,27090,0.23808214136685987,0.5888356082636143
384,27091,0.5344182695375804,0.14982546654099574
385,27092,0.10563320364294816,0.2818791418557263
386,27093,0.19222601047496446,0.3113388782384609
387,27094,0.008579097635836155,0.046920547431078326
388,27095,0.07455695627194839,0.5382152855924455
389,27096,0.027485935005008823,0.23888122382941696
390,27097,0.6083500686507164,0.7671838706522575
391,27098,0.5303681717157952,0.8331828907069029
392,27099,0.16704814306747198,0.5179413614779852
393,27100,0.06432651471137742,0.7564944585515709
394,27101,0.08293389793331435,0.6633307161748039
395,27102,0.1052689602398032,0.8310761068344764
396,27103,0.018742810689713264,0.05860211297030352
397,27104,0.3057725374454298,0.4874138898464919
398,27105,0.056363684190826976,0.4464590358919924
399,27106,0.6803203896218248,0.9169055749667268
400,27107,0.40587953229665,0.6794665236601646
401,27108,0.1155166272821854,0.27939218964276963
402,27109,0.08327251540343171,0.2193383684127009
403,27110,0.13409061143049728,0.5306000376132951
404,27111,0.03700364673835289,0.3717373337523163
405,27112,0.21762763433831414,0.5866570947737851
406,27113,0.10577143450852117,0.28534369303049384
407,27114,0.09580536182331086,0.23103176596700326
408,27115,0.5031316530013324,0.8431623703852527
409,27116,0.15286559376136744,0.9092719354820437
410,27117,0.07113998988146661,0.12609910339742267
411,27118,0.1468305211805091,0.5497340246677815
412,27119,0.07836858539512205,0.4615032626761199
413,27120,0.3295889042230167,0.9840273564528375
414,27121,0.01641289226323303,0.7137495355525697
415,27122,0.04098216618537618,0.23517026591773366
416,27123,0.058719622338456484,0.11786271827049348
417,27124,0.045094783060804236,0.09423581131159327
418,27125,0.033670248373577225,0.08450914299771133
419,27126,0.3792794364791497,0.06299337068813582
420,27127,0.08563081945431035,0.16144690781062038
421,27128,0.17512676685038497,0.6233839723667768
422,27129,0.5847176175536611,0.6197951449964666
423,27130,0.12216664628291297,0.20817140953542362
424,27131,0.047324431767937825,0.06935819812502218
425,27132,0.484190128322254,0.9253922961374386
426,27133,0.08267129268332218,0.5603177993830145
427,27134,0.6196249928092391,0.9194546820140752
428,27135,0.19006301213578614,0.582830977725317
429,27136,0.07785793402924751,0.5508863898074354
430,27137,0.07062865592929284,0.23304529185634887
431,27138,0.16108292469264995,0.5137288560073594
432,27139,0.10503791725947084,0.10275706135305371
433,27140,0.9059344902608133,0.9579618408529618
434,27141,0.5437267494760495,0.8126785763447268
435,27142,0.07223809184797357,0.29972009327397614
436,27143,0.33270171492213885,0.5749680635829864
437,27144,0.05408503428020048,0.04834938709813012
438,27145,0.48401314618257607,0.690531113916739
439,27146,0.040773057726661684,0.9270533216650131
440,27147,0.05854647464125175,0.2625342390868198
441,27148,0.23861672155597138,0.2816081560042206
442,27149,0.2842218484228903,0.15300519202193827
443,27150,0.6666438890345112,0.9744134772448463
444,27151,0.14996074142737104,0.7354101619046125
445,27152,0.027169976925988295,0.22923634557093917
446,27153,0.26883395379114283,0.8359742447034566
447,27154,0.6788196596221161,0.8570559331195867
448,27155,0.14918983493681057,0.6530987239611444
449,27156,0.014490204360322445,0.3445078144322209
450,27157,0.01145156586695007,0.4961166885909938
451,27158,0.07181500128788637,0.38515651235077597
452,27159,0.05293543640220419,0.2369759256979743
453,27160,0.21954645998622474,0.21511412672673433
454,27161,0.2510093774183216,0.4589251281629404
455,27162,0.18802979655239732,0.938495397514148
456,27163,0.6794136941945392,0.5395914526135791
457,27164,0.20028351170101408,0.10393190208071812
458,27165,0.4562945234488268,0.5900253433874909
459,27166,0.08643753664834009,0.17117945926327263
460,27167,0.11600027982780478,0.44303646385833656
461,27168,0.13672379024240058,0.6708883204757834
462,27169,0.4894158225512806,0.6737144166018862
463,27170,0.38788610171497784,0.828490918397547
464,27171,0.045048612493481924,0.32937375210939696
465,27172,0.047400718485896706,0.8374468399520931
466,27173,0.21921231157847926,0.5118508974354651
467,27174,0.06141744019259227,0.09337886158225606
468,27175,0.06505301926795203,0.13704146888441407
469,27176,0.5497788274969534,0.955719694437584
470,27177,0.8436982382757865,0.9486835499899726
471,27178,0.14064195526012332,0.3468576067817806
472,27179,0.062072398535756246,0.2174377872531375
473,27180,0.2589269028828819,0.3510936793945739
474,27181,0.03264112959196054,0.8051494993968841
475,27182,0.6027122479384371,0.8978437519419551
476,27183,0.045982185190871015,0.5760074540172426
477,27184,0.030994210247901707,0.3862628995744959
478,27185,0.46590820250262355,0.7978638666869585
479,27186,0.12696530393076078,0.5554223315656567
480,27187,0.07935867446666915,0.12876496048381064
481,27188,0.05832021123509107,0.41936359664887435
482,27189,0.06726039259618782,0.47505736767228074
483,27190,0.4615472092521402,0.7849020478260429
484,27191,0.16416452494066497,0.9519430247986883
485,27192,0.48637300597270267,0.7821523851413964
486,27193,0.016295564767397002,0.19940684974535666
487,27194,0.14236101077897287,0.41551525184580707
488,27195,0.044302536816236034,0.18021731880166095
489,27196,0.24531576541219638,0.24681480331645506
490,27197,0.050449918578506184,0.659433305372354
491,27198,0.9425249177860477,0.9914634783282252
492,27199,0.033761587467700666,0.1363628693721546
493,27200,0.3132749958266884,0.7031120509270818
494,27201,0.7224175059079244,0.928891080003649
495,27202,0.08292588522212123,0.03413467535465191
496,27203,0.057020310465279105,0.10862252372144585
497,27204,0.026858294043562655,0.08158601366179807
498,27205,0.0802673389488988,0.25522700386658925
499,27206,0.13992694107883932,0.2416095325657707
500,27207,0.09605432346599738,0.1837239168353201
501,27208,0.7899799161418906,0.7461249845958983
502,27209,0.15270117805662753,0.280176909827384
503,27210,0.3310021163524342,0.37739863110019695
504,27211,0.11584967828646738,0.2485685128255077
505,27212,0.6328535312491318,0.9531949635929738
506,27213,0.4767642862206414,0.5928341535029912
507,27214,0.02457552097480398,0.06009854150246431
508,27215,0.194037745817897,0.8575995374443265
509,27216,0.09417315060350948,0.9116188837257659
510,27217,0.10129371889971639,0.19342236235955423
511,27218,0.7177734506960625,0.9650528390580576
512,27219,0.4301204334791666,0.6608290927302323
513,27220,0.11373167107753578,0.3559646969301871
514,27221,0.1799688475580464,0.5959630692632233
515,27222,0.19022868737041929,0.5836532023911578
516,27223,0.05557918811486514,0.6863339205165158
517,27224,0.2316556437896933,0.7436964111046658
518,27225,0.19521869456001203,0.26892184642505906
519,27226,0.0264900583644836,0.26062718756092285
520,27227,0.16050303515537828,0.3700988348577342
521,27228,0.539040536163241,0.8540415761376439
522,27229,0.6935620747512781,0.915491943259814
523,27230,0.1983312222388917,0.9747728827784873
524,27231,0.4879543985335425,0.8421385168243349
525,27232,0.10314884424786903,0.5118999490663948
526,27233,0.30052648849998026,0.15655730477838936
527,27234,0.049532365321414425,0.02322286897034996
528,27235,0.8890143886048946,0.9546866414134624
529,27236,0.11690125121241404,0.919777142271302
530,27237,0.2878347620900434,0.5354072894531966
531,27238,0.291311471942647,0.7408531533819611
532,27239,0.46722408906480906,0.16992356375001272
533,27240,0.10285496814105914,0.40911771005692366
534,27241,0.0784620310972425,0.2298494007925766
535,27242,0.09455762135403255,0.42050063994498416
536,27243,0.038116500815559694,0.07119522562015375
537,27244,0.04781914983356533,0.10624144092757777
538,27245,0.13469323799120228,0.4432355591541145
539,27246,0.8429619227463682,0.9507217656369014
540,27247,0.17701923650705584,0.924705009003416
541,27248,0.14107201635778455,0.651032940923639
542,27249,0.12439521389197956,0.6205226388790277
543,27250,0.08747616109705006,0.24097727007932387
544,27251,0.09354824270208559,0.29743340580617456
545,27252,0.3206973785932014,0.6710005232774726
546,27253,0.06967039828942011,0.9062753112987733
547,27254,0.8904750786998875,0.9682094813567524
548,27255,0.11996002528545818,0.3250615642472604
549,27256,0.5747028338589005,0.9553332888593485
550,27257,0.37259696988547575,0.5079582309988994
551,27258,0.4784634733143037,0.8281528557255899
552,27259,0.6053759546160512,0.9262671780372307
553,27260,0.14901452982502195,0.5646892593578403
554,27261,0.12876915985210777,0.6775434116648241
555,27262,0.3000429968811112,0.6088444045393829
556,27263,0.09155670002854938,0.12075917684299542
557,27264,0.06264422876160443,0.06369513026526973
558,27265,0.055446539165042455,0.2442009616976213
559,27266,0.1530310073477182,0.34133977698711976
560,27267,0.1712844964771678,0.7801004675790655
561,27268,0.01443011641802895,0.12403514219760081
562,27269,0.7365932043789836,0.3125679570037349
563,27270,0.03412948502577051,0.08565516912728631
564,27271,0.04572217558138183,0.32275583974048094
565,27272,0.010166859161881413,0.2826607055126153
566,27273,0.05448891928063099,0.178519549643768
567,27274,0.10882662231043966,0.4488873320228143
568,27275,0.16682808406682498,0.3880114110842045
569,27276,0.010466217900036325,0.11892478954996921
570,27277,0.04613153593875773,0.8124204108025701
571,27278,0.15504686687228292,0.29946320029565693
572,27279,0.09969060349905985,0.2639006163645166
573,27280,0.2752265878034417,0.37300759169581366
574,27281,0.07039705899346203,0.2898399653250914
575,27282,0.07216075494956734,0.89155314135278
576,27283,0.007076508498788418,0.037711013676993914
577,27284,0.18958134396282722,0.3069661861751067
578,27285,0.11537942869417427,0.43971617297593685
579,27286,0.08974851881908985,0.2809559547128111
580,27287,0.17944860383947325,0.5377943693350826
581,27288,0.605979790097025,0.8476676604364326
582,27289,0.27840945954176816,0.42743340113315514
583,27290,0.016724170790727844,0.05792185704023736
584,27291,0.7022700454186801,0.8374791592316767
585,27292,0.062087490393837944,0.6720449557247474
586,27293,0.12224886562164104,0.9700607268093738
587,27294,0.016358951182203943,0.03995316006603949
588,27295,0.27578433993461793,0.8480438266092912
589,27296,0.06355423357494958,0.7797331160372273
590,27297,0.05615353321832357,0.686197001790288
591,27298,0.09226320489531034,0.26798278446176266
592,27299,0.2936914806019718,0.7679691866207602
593,27300,0.1748993311432167,0.9573130166025556
594,27301,0.0060848695178229535,0.031212568692172295
595,27302,0.1259782552975105,0.5607945344041222
596,27303,0.025921700553222068,0.09005861586372407
597,27304,0.08940690219286626,0.7659956867878199
598,27305,0.03634661661632671,0.041683042002013095
599,27306,0.2235741835999102,0.5744671074870052
600,27307,0.6708416060815529,0.7442502792933668
601,27308,0.1263328654563694,0.186678817639859
602,27309,0.5695915409851935,0.9711446630628716
603,27310,0.05057511613956562,0.12455982493478074
604,27311,0.10991327430345264,0.11479437583130563
605,27312,0.07033926320803506,0.3452810838116801
606,27313,0.07750908292304076,0.1185414501617594
607,27314,0.04497026155085328,0.0608122157552641
